country,continent,region,income_group,year,records,avg_screen_time_hours,avg_social_media_hours,avg_sleep_hours,avg_addiction_score,avg_anxiety_score,avg_depression_score,avg_mental_health_risk,avg_digital_wellbeing,cyberbullying_victim_rate,problematic_use_rate,high_mental_health_risk_rate
Rwanda,Africa,Sub-Saharan Africa,Low,2034,101,4.9191,2.6236,7.5812,50.5837,42.4162,31.0682,39.0788,83.3068,0.198,0.0693,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2035,113,5.076,2.7618,7.5066,52.4304,42.9657,33.3037,40.1528,81.7329,0.2478,0.0531,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2036,105,5.0837,2.7819,7.6045,52.9334,44.0906,32.1091,40.3976,82.1229,0.1714,0.0857,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2037,106,5.3047,2.8786,7.5453,52.9894,42.4687,32.51,39.8985,82.4254,0.1132,0.0566,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2038,90,5.4339,2.9127,7.5113,52.564,43.1234,32.9586,40.6881,82.0536,0.1889,0.0667,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2039,90,5.5166,3.0023,7.3501,53.6993,43.8749,33.1784,40.6962,81.2571,0.1667,0.1111,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2040,99,5.7348,3.0158,7.4279,54.9074,43.1149,34.6237,41.0166,80.0473,0.2525,0.1212,0.0101
Rwanda,Africa,Sub-Saharan Africa,Low,2041,133,5.7089,2.9107,7.4823,55.1853,43.2206,33.3413,40.8362,80.418,0.188,0.1278,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2042,95,5.5516,2.902,7.4064,52.4086,41.082,32.4602,39.2577,81.9174,0.1789,0.0842,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2043,88,5.7959,3.1783,7.3209,57.0861,43.4327,35.5783,41.8367,79.3511,0.1932,0.1364,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2044,90,5.9461,3.1689,7.3052,57.4749,43.9388,37.2189,42.5396,78.3806,0.2444,0.1444,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2045,93,6.1417,3.3656,7.3259,56.983,44.4758,35.2794,42.2073,78.9109,0.1613,0.129,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2046,113,6.2172,3.3827,7.3292,59.3011,44.9436,37.1665,43.7989,78.2635,0.1593,0.2124,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2047,91,6.3467,3.4519,7.2724,59.557,46.654,33.9051,42.7778,77.7944,0.1978,0.1648,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2048,109,6.3402,3.3311,7.2385,57.816,45.5865,36.9822,43.6464,78.2234,0.156,0.156,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2049,106,6.2242,3.4006,7.2568,60.0581,44.5057,37.5968,43.7647,77.795,0.1698,0.2075,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2050,113,6.3182,3.3596,7.2362,57.8255,45.438,36.9485,43.5265,78.0066,0.2212,0.1327,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2051,111,6.5127,3.4154,7.2307,59.8158,45.8996,36.5856,44.1068,76.7038,0.2072,0.1802,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2052,108,6.6515,3.4083,7.2327,58.1258,46.7812,36.0044,43.1663,77.8143,0.2407,0.1574,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2053,100,6.8042,3.6485,7.1638,62.1674,46.4896,38.61,45.2185,75.2908,0.23,0.29,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2054,111,6.8287,3.6777,7.2712,62.269,45.9025,37.5629,44.3148,75.9316,0.2252,0.2613,0.009
Rwanda,Africa,Sub-Saharan Africa,Low,2055,116,7.0035,3.8251,7.1083,63.6717,47.3099,37.5732,45.2793,74.7341,0.2414,0.3017,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2056,108,7.0086,3.8235,7.1262,64.2818,50.082,37.6548,46.1236,73.8694,0.2685,0.3056,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2057,95,7.2473,3.8941,7.0987,65.5306,49.4983,39.3655,47.6085,73.1579,0.1789,0.3474,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2058,118,7.0586,3.7923,7.0712,63.505,47.8684,37.6587,45.3327,74.3008,0.2458,0.3051,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2059,107,7.2964,3.9236,7.0059,64.3686,48.1097,40.2036,46.5389,73.5592,0.2336,0.243,0.0
Rwanda,Africa,Sub-Saharan Africa,Low,2060,117,7.5265,4.096,6.849,65.7232,49.9647,41.9579,48.077,72.0703,0.2051,0.359,0.0171
Saudi Arabia,Asia,Middle East,High,2015,92,3.8307,2.1361,7.9567,45.5095,38.717,30.536,36.1678,87.4622,0.1522,0.0109,0.0
Saudi Arabia,Asia,Middle East,High,2016,120,4.009,2.154,7.8932,45.414,38.6006,30.6873,36.4064,87.5141,0.1167,0.0417,0.0
Saudi Arabia,Asia,Middle East,High,2017,101,4.037,2.105,7.9008,44.7592,37.2566,28.6084,35.6325,88.1852,0.1287,0.0099,0.0
Saudi Arabia,Asia,Middle East,High,2018,107,4.2562,2.2858,7.8468,46.5331,39.0241,29.9725,36.5449,86.5683,0.1495,0.0,0.0
Saudi Arabia,Asia,Middle East,High,2019,119,4.3748,2.3175,7.7461,45.8818,39.7235,30.2766,36.5623,86.8494,0.1345,0.0252,0.0
Saudi Arabia,Asia,Middle East,High,2020,105,4.3453,2.3905,7.7002,46.2427,39.9941,30.8034,36.9628,86.727,0.1524,0.019,0.0
Saudi Arabia,Asia,Middle East,High,2021,105,4.3205,2.2667,7.8122,47.0614,39.5674,29.9449,36.5995,86.5146,0.1238,0.019,0.0
Saudi Arabia,Asia,Middle East,High,2022,96,4.8255,2.4987,7.6781,48.6431,39.6452,31.3027,37.9507,85.0168,0.1562,0.0208,0.0
Saudi Arabia,Asia,Middle East,High,2023,104,4.5244,2.4411,7.5345,47.5416,41.7495,33.4509,38.1473,85.3618,0.1442,0.0385,0.0
Saudi Arabia,Asia,Middle East,High,2024,113,4.8099,2.5729,7.5442,49.7381,40.6931,32.2044,38.5791,84.3814,0.1327,0.0354,0.0
Saudi Arabia,Asia,Middle East,High,2025,102,4.6507,2.5073,7.7656,49.8476,41.1282,30.3825,38.1641,84.4725,0.1667,0.0392,0.0
Saudi Arabia,Asia,Middle East,High,2026,94,4.8788,2.5491,7.6979,50.586,41.7417,31.8905,39.4118,83.9945,0.1489,0.0532,0.0
Saudi Arabia,Asia,Middle East,High,2027,103,4.9918,2.6506,7.7418,48.9546,41.6003,30.4583,38.3437,84.7046,0.1262,0.0485,0.0
Saudi Arabia,Asia,Middle East,High,2028,89,5.1613,2.6434,7.6574,51.5855,42.0366,32.5007,39.6774,82.8999,0.236,0.0787,0.0
Saudi Arabia,Asia,Middle East,High,2029,121,5.3502,2.8493,7.5338,51.9912,42.4469,32.9803,39.9009,82.485,0.1488,0.0661,0.0
Saudi Arabia,Asia,Middle East,High,2030,106,5.2808,2.9209,7.3939,52.4037,42.5358,33.3816,40.1802,82.119,0.1038,0.066,0.0
Saudi Arabia,Asia,Middle East,High,2031,92,5.3047,2.8895,7.6057,52.1741,43.4046,33.3865,40.3667,81.8587,0.2391,0.0326,0.0
Saudi Arabia,Asia,Middle East,High,2032,111,5.4879,2.9947,7.4886,54.8803,43.9708,33.6259,40.9337,80.9202,0.1802,0.0811,0.0
Saudi Arabia,Asia,Middle East,High,2033,106,5.4952,2.9494,7.5212,53.9759,42.2512,32.8156,40.5249,81.4544,0.1415,0.1038,0.0
Saudi Arabia,Asia,Middle East,High,2034,101,5.8627,3.2087,7.4771,56.7572,44.9294,36.2729,41.9129,79.3967,0.2178,0.1386,0.0
Saudi Arabia,Asia,Middle East,High,2035,122,5.6008,2.9725,7.3814,53.5586,43.8533,34.6536,40.4814,81.1429,0.1557,0.1148,0.0
Saudi Arabia,Asia,Middle East,High,2036,126,5.7578,3.0787,7.3102,56.103,45.6862,34.9113,42.342,79.666,0.1667,0.119,0.0
Saudi Arabia,Asia,Middle East,High,2037,98,6.0839,3.3117,7.3294,58.1,43.7336,36.9759,42.8668,77.6256,0.2245,0.1633,0.0
Saudi Arabia,Asia,Middle East,High,2038,108,6.0257,3.2002,7.3787,57.456,44.6094,36.5506,42.5203,79.2017,0.1481,0.1111,0.0
Saudi Arabia,Asia,Middle East,High,2039,114,6.2217,3.3675,7.3089,58.5953,46.5256,35.8693,43.1707,78.6332,0.1316,0.1842,0.0
Saudi Arabia,Asia,Middle East,High,2040,104,6.234,3.2842,7.2938,57.7794,45.4514,35.4692,43.1122,78.5726,0.1923,0.1154,0.0
Saudi Arabia,Asia,Middle East,High,2041,113,6.333,3.4786,7.2269,59.2448,46.0203,36.1907,43.6072,78.0175,0.1062,0.2124,0.0
Saudi Arabia,Asia,Middle East,High,2042,109,6.4606,3.452,7.2329,60.1281,46.8103,36.2845,43.649,76.9864,0.2202,0.1835,0.0
Saudi Arabia,Asia,Middle East,High,2043,110,6.3668,3.4738,7.0937,59.4274,46.8795,38.1567,44.1273,77.2675,0.1909,0.1636,0.0
Saudi Arabia,Asia,Middle East,High,2044,115,6.4986,3.6012,7.2115,61.5292,46.231,38.0605,44.3987,76.5268,0.1913,0.2522,0.0
Saudi Arabia,Asia,Middle East,High,2045,100,6.7619,3.7342,7.1953,62.1923,45.5063,37.2257,44.6223,75.3984,0.21,0.33,0.0
Saudi Arabia,Asia,Middle East,High,2046,99,6.8023,3.6606,7.1152,62.9574,47.2966,38.3246,45.2664,74.4133,0.303,0.2828,0.0
Saudi Arabia,Asia,Middle East,High,2047,106,6.8538,3.7267,7.0563,61.9056,45.8076,38.6153,44.9561,74.7787,0.2453,0.2925,0.0
Saudi Arabia,Asia,Middle East,High,2048,97,7.0512,3.7581,7.0652,62.5586,47.437,37.6877,44.5641,74.1597,0.2887,0.2784,0.0
Saudi Arabia,Asia,Middle East,High,2049,109,7.0549,3.6618,7.0472,61.7505,46.6332,36.9329,44.8689,75.3634,0.2018,0.211,0.0
Saudi Arabia,Asia,Middle East,High,2050,103,7.1332,3.8797,6.9182,64.3451,49.1248,40.6416,46.6486,74.2211,0.1456,0.3398,0.0
Saudi Arabia,Asia,Middle East,High,2051,99,7.3988,4.1294,6.9338,64.5889,49.7959,41.1718,47.3956,72.8389,0.2626,0.3232,0.0
Saudi Arabia,Asia,Middle East,High,2052,90,7.1756,3.9383,6.9238,64.7311,48.6683,39.2902,46.3917,73.2447,0.2,0.3556,0.0111
Saudi Arabia,Asia,Middle East,High,2053,100,7.5079,3.8683,7.038,63.715,47.7114,39.0188,45.9296,74.8681,0.14,0.27,0.0
Saudi Arabia,Asia,Middle East,High,2054,105,7.4864,3.9187,6.9996,63.5155,49.8684,39.6937,46.4917,73.6488,0.2571,0.3429,0.0095
Saudi Arabia,Asia,Middle East,High,2055,102,7.686,4.0644,6.9303,64.4825,48.7128,41.4313,46.9711,73.3029,0.2157,0.3235,0.0
Saudi Arabia,Asia,Middle East,High,2056,94,7.9022,4.2629,6.8155,67.0341,51.008,40.9796,48.1645,71.2899,0.1915,0.383,0.0
Saudi Arabia,Asia,Middle East,High,2057,101,7.8116,4.3549,6.7622,68.1535,52.0492,42.8048,49.0268,70.1703,0.2673,0.4554,0.0
Saudi Arabia,Asia,Middle East,High,2058,106,7.9533,4.3727,6.8595,68.6265,49.9729,41.8564,48.5657,70.3882,0.2358,0.4811,0.0
Saudi Arabia,Asia,Middle East,High,2059,111,8.0865,4.4283,6.8479,69.2486,52.0368,42.2135,49.0844,70.6608,0.1802,0.4775,0.009
Saudi Arabia,Asia,Middle East,High,2060,99,8.0192,4.2446,6.8715,66.5488,49.383,40.3141,47.3297,72.268,0.2121,0.3838,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2015,101,3.5505,1.974,7.7035,42.9873,36.195,30.7138,35.1498,88.3898,0.1188,0.0,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2016,104,3.6046,1.9911,7.9475,43.4464,38.5757,28.6752,35.6483,88.2209,0.1827,0.0096,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2017,94,3.776,2.0307,7.7648,43.2097,38.7109,28.8655,35.1895,88.3594,0.1489,0.0,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2018,108,3.6245,1.9242,7.9214,44.6129,39.154,28.8062,35.5394,88.8933,0.1111,0.0093,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2019,102,3.8435,2.0089,7.8018,43.2808,38.3623,29.5683,35.3491,88.0112,0.2157,0.0196,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2020,115,3.8298,2.0527,7.8044,45.7274,39.8763,29.694,36.5635,87.2409,0.1478,0.0087,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2021,103,4.0771,2.1564,7.9165,46.1792,37.8274,29.3669,36.103,87.4022,0.1165,0.0194,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2022,94,4.145,2.2707,7.7227,45.8063,38.1147,29.7914,36.1911,87.227,0.1064,0.0106,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2023,108,4.1924,2.2317,7.7335,47.097,39.4634,31.1667,37.3809,86.1681,0.1204,0.0278,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2024,100,4.3113,2.2585,7.8408,46.0153,40.0009,29.5609,36.5566,87.0759,0.14,0.01,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2025,97,4.3141,2.3089,7.636,46.492,40.2748,30.8515,37.1784,87.123,0.0619,0.0206,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2026,107,4.5854,2.4339,7.7197,49.5174,39.9327,32.1096,38.0098,84.6727,0.1776,0.0467,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2027,105,4.4372,2.422,7.6305,48.2127,38.7208,30.3578,37.0394,85.3221,0.1619,0.0476,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2028,83,4.8152,2.5602,7.6628,48.8659,41.0678,30.1461,38.2514,84.2987,0.2169,0.0482,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2029,106,4.7684,2.57,7.4875,49.9947,41.0902,32.3286,38.3881,83.5444,0.1981,0.0283,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2030,107,4.761,2.4828,7.845,48.8895,40.8284,30.6273,37.9928,85.0278,0.215,0.0,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2031,98,4.8197,2.5511,7.6866,49.9883,42.9966,33.4674,39.7848,84.1757,0.1429,0.0102,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2032,107,5.1717,2.8685,7.4283,52.2196,43.1928,34.2177,40.0755,82.1631,0.1495,0.0561,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2033,105,4.8698,2.6649,7.601,51.0839,41.6222,32.0282,39.1805,83.6003,0.1333,0.0571,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2034,103,5.2394,2.7518,7.5606,52.8327,43.8598,34.3763,41.0528,81.6155,0.1748,0.0971,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2035,112,5.5037,2.8855,7.4979,52.6505,43.8179,33.117,40.646,82.2263,0.1607,0.0357,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2036,126,5.3495,2.8708,7.4895,51.5117,43.6264,32.9673,39.8066,82.4666,0.1349,0.0556,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2037,89,5.6461,3.0285,7.2855,54.8337,43.7033,35.3413,41.6337,80.2664,0.1236,0.0899,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2038,111,5.6955,3.0718,7.4519,54.9981,43.0343,34.3686,41.156,80.8773,0.1892,0.1171,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2039,101,5.624,2.9113,7.3535,53.4995,43.2779,34.3686,40.8719,81.4241,0.1386,0.0891,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2040,121,5.7574,3.1274,7.3028,56.0106,44.2923,35.3855,41.7007,79.4952,0.1901,0.1074,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2041,107,5.7007,2.9794,7.4464,56.1148,44.8932,35.0939,41.8471,80.2155,0.1682,0.1028,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2042,103,5.9957,3.1683,7.4773,56.8288,44.4846,35.4385,41.772,79.112,0.2233,0.1165,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2043,111,6.283,3.449,7.2556,58.7673,46.085,36.403,43.3413,77.7694,0.2432,0.1441,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2044,104,6.0669,3.2839,7.2718,57.9892,45.7388,36.7119,42.9911,78.2002,0.2212,0.2115,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2045,75,5.9632,3.1401,7.3137,57.0143,47.0549,35.6881,43.1785,77.9523,0.24,0.1467,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2046,103,6.2738,3.3501,7.3183,58.8543,44.8636,35.8722,43.0308,77.425,0.2621,0.1748,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2047,102,6.3646,3.4018,7.1716,59.9437,47.7546,38.0836,44.3469,76.2373,0.2353,0.2059,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2048,113,6.6222,3.4742,7.252,59.6057,45.6164,36.0073,43.4665,77.746,0.1858,0.2212,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2049,106,6.7218,3.6337,7.1898,61.326,47.6601,37.9687,44.7772,76.0,0.1887,0.2642,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2050,107,6.6613,3.6129,7.1346,61.7937,47.5088,38.5083,45.1476,75.037,0.2336,0.2243,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2051,104,6.6138,3.4433,7.2798,59.7432,46.4167,37.3184,44.0316,76.8799,0.1923,0.2115,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2052,100,6.8887,3.7103,7.0367,60.9831,46.1021,38.5033,44.6521,76.097,0.17,0.23,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2053,90,7.0244,3.6421,7.0693,61.8442,48.6427,38.0894,45.0259,76.0369,0.1667,0.2333,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2054,99,7.2753,3.8344,6.9711,62.8176,49.248,39.9884,46.29,74.4613,0.202,0.2525,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2055,111,7.0481,3.6243,7.227,62.3394,46.52,36.7235,44.7145,76.4591,0.1441,0.2432,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2056,113,7.1525,3.8885,7.1078,64.9834,49.3774,39.9051,46.9792,73.5836,0.2035,0.3628,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2057,95,7.4721,4.1489,6.8731,65.8334,50.8663,40.75,47.7729,72.1246,0.2105,0.3158,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2058,113,7.4048,3.9058,6.9665,62.9357,48.3973,37.7157,45.3406,74.1919,0.2301,0.3363,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2059,120,7.7147,4.1082,6.9369,66.8994,49.4855,40.6763,47.7957,71.3339,0.2917,0.425,0.0
Senegal,Africa,Sub-Saharan Africa,Lower-middle,2060,108,7.4689,3.9882,7.0095,65.6036,49.3587,40.5415,46.9121,72.7906,0.2315,0.3704,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2015,97,3.867,2.1019,7.8693,44.3403,39.4607,27.4624,35.2075,87.8572,0.1856,0.0309,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2016,114,3.979,2.1258,7.6739,45.3289,39.619,31.2803,36.7875,86.9124,0.1491,0.0175,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2017,96,3.8614,2.0601,7.8707,44.0153,38.13,28.013,35.1091,89.057,0.1042,0.0104,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2018,93,3.7767,2.0723,7.7557,43.7994,40.4077,29.5082,35.9477,87.652,0.1505,0.0108,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2019,116,4.0641,2.205,7.7194,46.0022,40.6759,30.1132,37.0987,86.3843,0.1293,0.0172,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2020,105,4.0238,2.1235,7.8572,44.959,37.7202,28.723,35.4225,87.6255,0.1714,0.0095,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2021,106,4.2187,2.3115,7.6514,46.5749,39.9879,30.1351,37.0702,86.5453,0.1226,0.0283,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2022,108,4.1713,2.292,7.8419,47.0832,39.1033,30.8647,36.7094,86.5978,0.1296,0.037,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2023,104,4.4247,2.3526,7.764,47.8199,39.9115,30.1206,37.4175,85.4807,0.1827,0.0385,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2024,108,4.4537,2.4764,7.7719,49.0679,41.3969,29.0607,37.4894,85.0649,0.1389,0.0463,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2025,82,4.5641,2.5446,7.7888,50.8348,40.4433,31.5273,38.7974,83.8884,0.1951,0.0488,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2026,108,4.4831,2.4291,7.6781,46.5805,38.415,30.3899,36.9956,85.7693,0.2037,0.0185,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2027,96,4.9077,2.5407,7.732,50.3823,40.7601,33.3827,38.822,84.274,0.1562,0.0729,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2028,117,4.7985,2.6084,7.5385,50.1341,41.9087,33.2826,39.2126,84.2068,0.1197,0.0342,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2029,110,4.7323,2.5805,7.7682,48.3739,40.2645,32.0958,38.2169,85.4318,0.1364,0.0182,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2030,72,4.9004,2.5996,7.6153,49.8753,41.7917,34.1114,39.6335,83.8307,0.1389,0.0556,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2031,121,5.2014,2.7732,7.5205,51.8276,42.1218,34.2364,39.9331,82.1717,0.2066,0.0579,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2032,103,5.3052,2.8646,7.5055,53.0435,42.4908,33.0162,40.1087,82.3173,0.1553,0.1165,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2033,101,5.305,2.8664,7.6146,54.2087,42.4259,33.6455,40.398,81.7375,0.1386,0.1188,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2034,106,5.2707,2.887,7.5558,52.0942,41.6563,33.0315,39.8731,82.7981,0.1509,0.066,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2035,97,5.6692,2.9794,7.4814,53.8769,42.0335,34.1669,40.5521,81.6389,0.1546,0.0928,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2036,113,5.5063,2.9545,7.3819,53.4193,43.8626,33.1654,40.6956,81.4835,0.1858,0.0619,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2037,101,5.5733,3.0236,7.4742,55.024,44.774,34.4501,41.6809,80.5953,0.1188,0.1089,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2038,101,5.5758,3.0338,7.465,55.7213,42.4974,33.7292,41.1285,80.6846,0.1485,0.1089,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2039,105,6.0176,3.251,7.3642,55.7987,44.9858,37.1444,42.3127,79.6368,0.219,0.1048,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2040,104,6.0253,3.3148,7.189,56.9133,44.0353,36.661,42.2764,79.0514,0.1731,0.1635,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2041,84,6.0736,3.194,7.3242,58.715,44.1673,37.0663,43.307,77.8219,0.2381,0.2143,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2042,86,6.1636,3.2916,7.2892,56.5379,43.7847,35.6914,42.3135,79.4063,0.186,0.1512,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2043,105,6.1008,3.3547,7.3594,58.8963,46.5692,36.0074,43.264,78.0956,0.1714,0.2095,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2044,109,6.2866,3.5048,7.2567,59.0592,45.6277,37.6116,43.9881,77.7486,0.1743,0.1651,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2045,112,6.3519,3.391,7.2487,57.2433,44.7428,35.2073,42.1404,78.6646,0.2054,0.1429,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2046,107,6.4743,3.4042,7.3332,57.0739,44.1503,36.1609,42.4545,79.3996,0.1495,0.1402,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2047,85,6.3847,3.3019,7.2456,57.8028,44.906,35.544,42.4591,78.4145,0.1882,0.1294,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2048,101,6.7395,3.4912,7.1736,58.7644,46.3304,38.0392,43.9441,77.6565,0.1584,0.2079,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2049,91,6.9188,3.7198,7.053,63.3948,45.9627,40.24,46.0213,74.5524,0.1978,0.2747,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2050,91,7.0077,3.7205,7.0578,63.2123,49.0995,39.6064,45.93,74.3513,0.2308,0.2857,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2051,109,7.0438,3.7037,7.135,62.0904,45.7933,38.438,45.1177,74.485,0.2661,0.2477,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2052,88,7.0309,3.7626,7.0503,63.3172,47.9474,39.1055,46.1709,73.5356,0.2841,0.3068,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2053,104,7.2538,3.8805,7.0135,63.1922,47.7535,38.7676,45.7204,74.4284,0.2019,0.2788,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2054,109,7.3698,4.0869,6.9333,65.0904,49.6183,40.7659,47.2245,73.1812,0.1835,0.3394,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2055,125,7.4987,3.9074,7.0356,64.148,48.0023,41.689,47.0313,73.6109,0.192,0.336,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2056,97,7.4232,3.871,7.0897,62.3064,47.2812,38.5273,45.3765,75.3748,0.1649,0.2474,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2057,106,7.6704,4.3101,6.8301,68.5402,50.187,41.0175,48.3282,70.2681,0.2264,0.4057,0.0
Serbia,Europe,Eastern Europe,Upper-middle,2058,108,7.8597,4.0851,6.9168,64.9954,49.1256,39.7764,46.9163,72.9729,0.2315,0.3704,0.0093
Serbia,Europe,Eastern Europe,Upper-middle,2059,109,7.8303,4.2144,6.8292,66.9433,50.3583,40.465,48.1336,70.9803,0.2294,0.4312,0.0092
Serbia,Europe,Eastern Europe,Upper-middle,2060,87,7.8647,4.2492,6.764,68.8063,51.1834,41.8979,48.6886,70.728,0.2069,0.4023,0.0
Singapore,Asia,Southeast Asia,High,2015,110,3.8919,2.1412,7.8588,45.5002,37.0707,29.002,35.4565,87.5745,0.1273,0.0273,0.0
Singapore,Asia,Southeast Asia,High,2016,103,4.0614,2.2205,7.7415,46.3846,39.6889,30.6456,36.7673,86.6092,0.0971,0.0194,0.0
Singapore,Asia,Southeast Asia,High,2017,113,3.9596,2.1175,7.8624,45.3073,38.7358,29.3271,36.0993,88.2567,0.0619,0.0177,0.0
Singapore,Asia,Southeast Asia,High,2018,100,4.1416,2.2696,7.8837,47.8291,39.6958,28.8317,36.6606,86.7626,0.08,0.02,0.0
